METID,Name,Mass,Height,RT,Area,Score,Ions,EXPID,td,to,te,fio,fik,pH,tg,Temp,Mod,F,pHs,pHo,alpha1,alpha2
277,tylosin tartrate,915.5171,14209,50.059,284353,92.46,4,46,2.1,0.552,0.04,0.05,0.8,4,90,35,MeOH,0.5,4.9,4.947207883,0.956624183,1.468137517
277,tylosin tartrate,915.5192,7731,49.122,160342,93.34,3,46,2.1,0.552,0.04,0.05,0.8,4,90,35,MeOH,0.5,4.9,4.947207883,0.956624183,1.468137517
277,tylosin tartrate,915.5191,17708,48.653,358649,92.92,3,46,2.1,0.552,0.04,0.05,0.8,4,90,35,MeOH,0.5,4.9,4.947207883,0.956624183,1.468137517
188,1-Benzylimidazole,158.0845,36257,6.417,406794,79.43,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
188,1-Benzylimidazole,158.0844,957842,5.879,10211111,87.26,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
233,1-Methyl-L-histidine,169.085,39307,0.571,194902,82.83,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
102,1-Methyladenosine,281.1132,22822,0.885,304667,84.09,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
102,1-Methyladenosine,281.1125,146235,0.706,508171,86.16,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
102,1-Methyladenosine,281.1126,373168,0.594,1361576,99.23,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
177,1p3-Diphenyl-2-propenone,208.0897,128170,18.735,1132750,74.54,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
231,1p7-Dimethylxanthine,180.0649,51463,1.534,491603,91,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
261,2-BFI hydrochloride,186.0798,1202,14.659,15971,80.65,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
261,2-BFI hydrochloride,186.0802,2067,7.85,11667,74.76,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
261,2-BFI hydrochloride,186.0797,1341955,4.692,10078129,97.97,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
105,3-Hydroxybenzoic acid,138.0312,3856,15.644,24970,80.03,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
181,4-Hexylbenzoic acid,206.1306,50963,13.942,305036,87.22,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
97,5-Phenylvaleric acid,178.0982,27852,10.247,166233,83.41,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
135,AGN192403 hydrochloride,153.1515,6787,8.254,59295,97.81,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
135,AGN192403 hydrochloride,153.1519,713441,7.783,4292717,98.68,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
265,ARC 239 dihydrochloride,407.221,7437718,17.75,60810245,99.23,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
133,Acebutolol hydrochloride,336.2067,28910,8.231,139243,88.29,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
133,Acebutolol hydrochloride,336.2052,3006519,7.447,16504801,97.92,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
286,Acenocoumarol,353.0883,111901,11.434,611839,91.23,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
17,Acridine,179.0737,111672,13.293,817740,87.82,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
138,Agmatine sulfate,130.1218,104136,0.863,1258584,85.04,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
138,Agmatine sulfate,130.122,133251,0.639,1087049,91.4,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
125,Alprenolol hydrochloride,249.1725,24812,12.061,270964,80.08,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
125,Alprenolol hydrochloride,249.1732,3588169,11.613,23727969,98.01,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
53,Aminophenazone,231.1401,2125753,9.329,16668087,74.72,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
53,Aminophenazone,231.1375,5473250,7.828,32738432,98.36,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
132,Amiodarone hydrochloride,645.0232,1254,28.971,11473,95.8,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
132,Amiodarone hydrochloride,645.0233,2086,25.611,38521,98.97,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
132,Amiodarone hydrochloride,645.0235,3898,25.006,40701,97.67,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
132,Amiodarone hydrochloride,645.024,11391051,22.968,110680209,99.63,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
49,Amitriptyline,277.1834,2476291,14.816,16095819,98.58,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
131,Amlodipine besylate,408.145,496164,14.569,2438061,98.94,10,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
175,Amoxicillin trihydrate,365.1036,134604,5.163,1250732,89.77,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
174,Ampicillin,349.1074,24177,10.359,195634,82.75,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
129,Antazoline phosphate,265.1581,5731291,11.568,37781920,99.17,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
24,Atropine,289.1687,1545396,19.99,11732175,80.74,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
24,Atropine,289.1681,3051666,6.641,17138597,98.22,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
213,Azithromycin dihydrate,748.508,86519,11.949,719612,99.06,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
213,Azithromycin dihydrate,748.5088,1993368,10.784,65490538,98.24,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
263,BU 224 hydrochloride,197.0947,5060,6.283,140630,92.94,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
263,BU 224 hydrochloride,197.0955,1014718,4.894,9755396,98.66,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
263,BU 224 hydrochloride,197.0956,1413516,4.558,11095767,98.23,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
136,BU 226 hydrochloride,197.0947,5060,6.283,140630,92.94,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
136,BU 226 hydrochloride,197.0955,1014718,4.894,9755396,98.66,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
136,BU 226 hydrochloride,197.0956,1413516,4.558,11095767,98.23,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
9,Baclofen,213.0555,70507,1.982,512221,93.48,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
160,Benzydamine hydrochloride,309.1844,5745755,13.539,34098737,98.92,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
74,Betaxolol,307.2136,2158897,11.367,11994793,94.65,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
163,Bifonazole,310.1474,3352853,19.99,26508357,99.11,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
171,Bisoprolol,325.2258,3033051,9.754,17799608,98.39,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
123,Bromhexine hydrochloride,373.9996,3346560,24.11,42046737,99.06,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
159,Bupropion hydrochloride,239.1078,833388,9.978,5594190,98.2,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
184,Butylparaben,194.0929,453419,7.268,2822474,82.29,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
60,Caffeine,194.0803,16237,0.728,63356,78.79,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
77,Candesartan,440.1597,661556,18.758,3722025,98.46,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
77,Candesartan,440.1582,33044,7.649,149781,78.17,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
19,Carbamazepine,236.0926,682766,16.249,5172063,80.07,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
19,Carbamazepine,236.0954,827628,11.949,5662390,97.6,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
19,Carbamazepine,236.0955,2124535,9.329,16633999,96.86,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
57,Carvedilol,406.1895,16309,14.547,271354,73.27,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
57,Carvedilol,406.1894,1488735,13.965,9204016,99.37,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
147,Chloramphenicol,322.0125,23883,9.284,150071,93.48,8,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
253,Chlormidazole hydrochloride,256.0771,3686188,16.272,27892279,98.19,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
124,Chloropyramine hydrochloride,289.1349,7163507,13.629,47642374,98.81,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
130,Chloroquine diphosphate,319.1814,132108,8.007,5935016,99.57,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
130,Chloroquine diphosphate,319.1812,138279,7.738,1127049,99.5,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
130,Chloroquine diphosphate,319.1792,3151128,7.447,19351149,99.44,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
42,Chlorpheniramine,274.1242,2675840,11.031,15385130,96.88,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
46,Chlorpromazine,318.0962,6132138,15.533,43289360,98.07,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
47,Chlorprothixene,315.0856,3732616,15.846,26235118,95.94,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
202,Chlorsulfuron,357.0299,261695,6.529,1107160,99.28,8,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
173,Chlorthalidone,338.0121,61450,8.769,297846,90.5,9,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
38,Cimetidine,252.1159,97731,2.184,2062885,97.12,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
113,Cinnarizine,368.2254,9695795,21.154,85695570,99.2,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
107,Ciprofloxacin hydrochloride,331.133,63874,6.529,628430,85.33,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
107,Ciprofloxacin hydrochloride,331.1331,171640,6.215,2576731,99.71,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
144,Clarithromycin,747.4775,155429,15.577,869429,95.5,8,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
144,Clarithromycin,747.4786,7859579,14.323,48153503,95.93,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
36,Clomipramine,314.1553,6447503,16.092,43211335,98.86,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
54,Clonidine,229.0188,5068,13.315,28911,70.3,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
54,Clonidine,229.0176,1951538,3.483,20613337,99,10,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
79,Clopidogrel,321.0593,4462448,21.244,37005784,98.35,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
31,Clozapine,326.1302,5250644,13.158,29453994,98.49,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
216,Creatinine,113.0593,85735,0.594,412396,85.88,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
245,D-Pantothenic acid hemicalcium salt,219.1111,16971,0.728,48392,79.58,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
221,D-Sorbitol,182.0782,33125,0.549,117893,74.03,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
157,Detomidine hydrochloride monohydrate,186.116,3242224,9.53,19326684,97.83,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
157,Detomidine hydrochloride monohydrate,186.116,3423489,7.447,22913868,98.09,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
139,Dexmedetomidine hydrochloride,200.1312,6538,12.195,134939,79.49,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
139,Dexmedetomidine hydrochloride,200.1316,11385,11.725,196426,77.36,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
139,Dexmedetomidine hydrochloride,200.1302,16858,11.479,129300,78.23,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
139,Dexmedetomidine hydrochloride,200.1317,2592089,11.076,16809512,97.47,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
90,Diclofenac potassium,332.9723,7969,13.427,67137,78.98,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
72,Dilevalol,328.179,700875,10.359,4020643,97.32,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
50,Diltiazem hydrochloride,414.1639,748318,17.235,4238157,88.01,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
50,Diltiazem hydrochloride,414.1612,14531,14.166,178852,95.54,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
50,Diltiazem hydrochloride,414.1616,10637371,13.405,60817920,99.08,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
51,Diphenhydramine,255.1626,3042056,12.397,18540312,99.06,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
91,Disopyramide phosphate,339.2322,8267122,8.903,48048988,95.78,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
89,Doxazosin dobesilate,451.1858,1990931,12.711,14378411,97.4,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
23,Doxepin,279.1627,5110089,12.89,38780240,98.5,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
183,Doxycycline hyclate,444.1533,373456,8.052,2301015,98.71,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
183,Doxycycline hyclate,444.1529,9464,7.201,52487,97.37,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
189,Enalaprilat,348.1685,66412,1.378,693288,96.93,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
300,Enrofloxacin,359.1633,238378,5.902,1265219,95.84,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
109,Erythromycin,733.4602,130889,14.323,837070,73.33,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
109,Erythromycin,733.4628,115065,12.263,675828,90.31,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
70,Esmolol,295.1789,1276495,8.858,7224376,97.6,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
197,Ethirimol,209.1532,2361386,10.672,14291472,85.74,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
197,Ethirimol,209.1555,5460998,7.828,32727947,76.54,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
166,Ethylparaben,166.0615,35756,12.397,219915,77.08,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
166,Ethylparaben,166.0633,15530,10.852,101146,96.86,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
64,Famotidine,337.0457,70271,6.529,291180,76.75,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
64,Famotidine,337.0448,211902,1.602,3136236,99.21,9,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
4,Fenbufen,254.0944,464480,10.157,2348730,99.05,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
199,Fluconazole,306.1037,741798,13.718,5179360,90.79,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
199,Fluconazole,306.1042,347453,7.156,1670644,86.85,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
196,Flumequine,261.0801,66514,11.68,912546,99.82,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
196,Flumequine,261.0789,784454,11.479,5334138,93.25,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
153,Flunarizine dihydrochloride,404.2067,8069422,22.229,73368658,99.07,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
287,Fluocinolone acetonide,452.2008,1033386,13.875,5964357,98.46,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
262,Flupirtine maleate,304.1339,654579,13.674,3995985,98.99,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
200,Fomesafen,437.9899,176800,14.525,907653,99.69,8,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
247,Fusidic acid,516.3447,25216,18.444,149324,95.98,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
154,Gemfibrozil,250.1569,24978,10.157,138876,80.4,2,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
154,Gemfibrozil,250.1574,6862968,7.671,39627794,98.22,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
151,Gliclazide,323.1304,752749,13.718,5257027,98.17,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
7,Glucose,180.0648,50674,1.534,492134,86.1,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
116,Haloperidol,375.1406,3773642,13.248,22933846,97.69,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
217,Hippuric acid,179.0582,40197,1.109,193397,87.22,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
80,Hydrochlorothiazide,296.9639,9742,8.993,68856,85.31,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
80,Hydrochlorothiazide,296.9646,11291,3.416,121466,92.6,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
140,Hydrocortisone,362.2087,122709,10.964,576569,98.49,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
127,Hydroxyzine dihydrochloride,374.1765,4733992,14.905,32982968,97.78,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
61,Ibuprofen,206.1306,50963,13.942,305036,87.22,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
204,Imidacloprid,255.053,131515,6.887,751065,93.45,6,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
32,Imipramine hydrochloride,280.1946,4528421,14.323,28716060,97.13,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
108,Indapamide,365.06,212363,12.487,1624002,98.92,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
223,Indole-3-lactic acid,205.0739,21985,2.072,184502,86.38,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
149,Indomethacin,357.0765,140309,13.629,720465,99.33,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
67,Indoramin,347.2003,1694138,10.583,9090639,97.26,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
288,Irbesartan,428.2333,18966,32.577,207436,79.46,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
288,Irbesartan,428.2329,3432751,12.979,19969687,98.27,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
146,Ketoprofen,254.0944,464480,10.157,2348730,99.05,7,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
237,Kynurenic acid,189.0431,42044,1.176,326542,96.94,4,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
241,L-Phenylalanine,165.0793,138809,0.885,576286,87.19,3,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
134,Labetalol hydrochloride,328.179,700875,10.359,4020643,97.32,5,49,2.1,0.552,0.04,0.05,0.8,5,30,25,ACN,0.5,5.8,5.777101853,1.820293456,0.420092107
